state,n,nA,nB,rewardA,rewardB,mn_rewardA,mn_rewardB
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",161,75,86,8,10,0.10666666666666667,0.11627906976744186
"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",150,71,79,8,6,0.11267605633802817,0.0759493670886076
"[0, 1, 0, 1, 1, 0, 1, 1, 0, 1]",131,70,61,6,5,0.08571428571428572,0.08196721311475409
"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",197,105,92,5,6,0.047619047619047616,0.06521739130434782
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",210,88,122,10,14,0.11363636363636363,0.11475409836065574
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",568,283,285,26,24,0.09187279151943463,0.08421052631578947
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",598,276,322,22,27,0.07971014492753623,0.08385093167701864
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",263,149,114,12,8,0.08053691275167785,0.07017543859649122
"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",184,83,101,8,5,0.0963855421686747,0.04950495049504951
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",170,98,72,12,10,0.12244897959183673,0.1388888888888889
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",199,98,101,12,11,0.12244897959183673,0.10891089108910891
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",257,148,109,17,14,0.11486486486486487,0.12844036697247707
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",173,77,96,2,19,0.025974025974025976,0.19791666666666666
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",210,108,102,12,11,0.1111111111111111,0.10784313725490197
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",251,118,133,9,10,0.07627118644067797,0.07518796992481203
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",237,114,123,6,12,0.05263157894736842,0.0975609756097561
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",165,80,85,10,9,0.125,0.10588235294117647
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",182,80,102,8,8,0.1,0.0784313725490196
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",190,94,96,11,10,0.11702127659574468,0.10416666666666667
"[0, 1, 0, 1, 1, 1, 1, 1, 0, 1]",157,92,65,12,13,0.13043478260869565,0.2
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",137,64,73,5,8,0.078125,0.1095890410958904
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",192,89,103,8,8,0.0898876404494382,0.07766990291262135
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",192,88,104,6,7,0.06818181818181818,0.0673076923076923
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",187,95,92,8,3,0.08421052631578947,0.03260869565217391
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",161,80,81,8,7,0.1,0.08641975308641975
"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",134,84,50,4,7,0.047619047619047616,0.14
"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",255,137,118,16,13,0.11678832116788321,0.11016949152542373
"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",131,59,72,2,9,0.03389830508474576,0.125
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",225,98,127,14,10,0.14285714285714285,0.07874015748031496
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",213,114,99,11,8,0.09649122807017543,0.08080808080808081
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",185,96,89,10,10,0.10416666666666667,0.11235955056179775
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",167,79,88,8,11,0.10126582278481013,0.125
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",139,74,65,4,6,0.05405405405405406,0.09230769230769231
"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",177,97,80,9,9,0.09278350515463918,0.1125
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",152,72,80,9,10,0.125,0.125
"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",182,91,91,6,7,0.06593406593406594,0.07692307692307693
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]",171,85,86,6,9,0.07058823529411765,0.10465116279069768
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",174,105,69,6,10,0.05714285714285714,0.14492753623188406
"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",142,75,67,12,7,0.16,0.1044776119402985
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",495,136,359,12,31,0.08823529411764706,0.08635097493036212
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1]",156,82,74,9,7,0.10975609756097561,0.0945945945945946
"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",154,77,77,9,9,0.11688311688311688,0.11688311688311688
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",245,115,130,12,18,0.10434782608695652,0.13846153846153847
"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",190,97,93,6,6,0.061855670103092786,0.06451612903225806
"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",165,97,68,11,11,0.1134020618556701,0.16176470588235295
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",178,93,85,7,9,0.07526881720430108,0.10588235294117647
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",220,104,116,8,11,0.07692307692307693,0.09482758620689655
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",174,80,94,8,9,0.1,0.09574468085106383
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",136,70,66,6,4,0.08571428571428572,0.06060606060606061
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]",148,75,73,6,10,0.08,0.136986301369863
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 0]",148,82,66,8,7,0.0975609756097561,0.10606060606060606
"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",185,102,83,7,13,0.06862745098039216,0.1566265060240964
"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",182,96,86,8,8,0.08333333333333333,0.09302325581395349
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",158,79,79,5,10,0.06329113924050633,0.12658227848101267
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",175,89,86,6,8,0.06741573033707865,0.09302325581395349
"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",180,104,76,8,5,0.07692307692307693,0.06578947368421052
"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",196,115,81,8,7,0.06956521739130435,0.08641975308641975
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",174,70,104,8,9,0.11428571428571428,0.08653846153846154
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",185,79,106,8,13,0.10126582278481013,0.12264150943396226
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",226,119,107,17,6,0.14285714285714285,0.056074766355140186
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",144,66,78,6,8,0.09090909090909091,0.10256410256410256
"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",188,96,92,5,11,0.052083333333333336,0.11956521739130435
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",220,110,110,12,12,0.10909090909090909,0.10909090909090909
"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",199,98,101,5,14,0.05102040816326531,0.13861386138613863
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",146,80,66,8,7,0.1,0.10606060606060606
"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",211,95,116,12,14,0.12631578947368421,0.1206896551724138
"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",186,95,91,6,10,0.06315789473684211,0.10989010989010989
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",223,97,126,9,8,0.09278350515463918,0.06349206349206349
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",181,77,104,7,6,0.09090909090909091,0.057692307692307696
"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]",226,115,111,17,8,0.14782608695652175,0.07207207207207207
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",186,99,87,6,5,0.06060606060606061,0.05747126436781609
"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0]",186,84,102,8,5,0.09523809523809523,0.049019607843137254
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",135,67,68,4,12,0.05970149253731343,0.17647058823529413
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",153,81,72,11,7,0.13580246913580246,0.09722222222222222
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]",181,97,84,8,9,0.08247422680412371,0.10714285714285714
"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",153,79,74,8,8,0.10126582278481013,0.10810810810810811
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",160,96,64,4,2,0.041666666666666664,0.03125
"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",178,88,90,6,10,0.06818181818181818,0.1111111111111111
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",143,73,70,4,6,0.0547945205479452,0.08571428571428572
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",144,72,72,10,11,0.1388888888888889,0.1527777777777778
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",160,76,84,7,7,0.09210526315789473,0.08333333333333333
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",244,123,121,11,11,0.08943089430894309,0.09090909090909091
"[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]",156,69,87,4,11,0.057971014492753624,0.12643678160919541
"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]",139,63,76,8,10,0.12698412698412698,0.13157894736842105
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",145,68,77,6,7,0.08823529411764706,0.09090909090909091
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",137,68,69,6,6,0.08823529411764706,0.08695652173913043
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",170,84,86,7,6,0.08333333333333333,0.06976744186046512
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",138,80,58,8,4,0.1,0.06896551724137931
"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]",168,91,77,8,8,0.08791208791208792,0.1038961038961039
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",163,79,84,8,5,0.10126582278481013,0.05952380952380952
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",178,94,84,4,4,0.0425531914893617,0.047619047619047616
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",159,79,80,6,8,0.0759493670886076,0.1
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",132,75,57,4,5,0.05333333333333334,0.08771929824561403
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",195,109,86,9,8,0.08256880733944955,0.09302325581395349
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",153,68,85,6,7,0.08823529411764706,0.08235294117647059
